Id,YearBuilt,YearRemodAdd,TotalBsmtSF,1stFlrSF,GrLivArea,GarageArea,OverallQual,FullBath,GarageCars,TotRmsAbvGrd,MSZoning,Condition2,Neighborhood,ExterQual,PoolQC,RoofMatl,SalePrice
1356,1968,1992,570.0,1222,1920,487.0,7,3,2.0,8,RL,Norm,NWAmes,TA,RL,CompShg,170000.0
1357,1966,1966,864.0,892,892,264.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,110000.0
1358,1971,2008,1078.0,1078,1078,500.0,5,1,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,149900.0
1359,2000,2000,756.0,769,1573,440.0,6,2,2.0,5,FV,Norm,Somerst,Gd,FV,CompShg,177500.0
1360,2004,2005,1980.0,1980,1980,770.0,9,2,3.0,8,RL,Norm,NridgHt,Gd,RL,CompShg,315000.0
1361,1921,1998,612.0,990,2601,621.0,5,3,2.0,8,RL,Norm,SWISU,TA,RL,CompShg,189000.0
1362,2005,2005,1530.0,1530,1530,430.0,7,2,2.0,7,RL,Norm,StoneBr,Gd,RL,CompShg,260000.0
1363,1920,2007,715.0,1281,1738,368.0,4,2,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,104900.0
1364,2006,2007,616.0,616,1412,432.0,6,2,2.0,6,RL,Norm,Gilbert,TA,RL,CompShg,156932.0
1365,2005,2005,600.0,520,1200,480.0,7,2,2.0,4,FV,Norm,Somerst,Gd,FV,CompShg,144152.0
1366,2000,2000,814.0,814,1674,663.0,7,2,2.0,7,FV,Norm,Somerst,Gd,FV,CompShg,216000.0
1367,1999,1999,873.0,882,1790,588.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,193000.0
1368,1977,1977,757.0,925,1475,336.0,5,2,1.0,6,RM,Norm,MeadowV,TA,RM,CompShg,127000.0
1369,2003,2004,848.0,848,848,420.0,6,1,2.0,4,RM,Norm,CollgCr,Gd,RM,CompShg,144000.0
1370,2003,2003,1657.0,1668,1668,502.0,8,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,232000.0
1371,1920,1950,840.0,840,1374,338.0,4,1,1.0,6,RL,Norm,OldTown,Fa,RL,CompShg,105000.0
1372,1955,1996,992.0,1661,1661,377.0,6,1,1.0,8,RL,Norm,NAmes,TA,RL,CompShg,165500.0
1373,1998,1998,1108.0,1108,2097,583.0,7,2,2.0,8,RL,Norm,CollgCr,TA,RL,CompShg,274300.0
1374,2001,2002,2633.0,2633,2633,804.0,10,2,3.0,8,RL,Norm,NoRidge,Ex,RL,CompShg,466500.0
1375,2005,2005,1026.0,1026,1958,936.0,7,2,3.0,9,FV,Norm,Somerst,Gd,FV,CompShg,250000.0
1376,2007,2007,1571.0,1571,1571,722.0,8,2,3.0,7,RL,Norm,Timber,Gd,RL,CompShg,239000.0
1377,1930,1950,768.0,790,790,160.0,6,1,1.0,4,RL,Norm,SWISU,TA,RL,CompShg,91000.0
1378,1941,1960,984.0,984,1604,660.0,5,2,2.0,6,RL,Norm,Edwards,TA,RL,CompShg,117000.0
1379,1973,1973,483.0,483,987,264.0,6,1,1.0,5,RM,Norm,BrDale,TA,RM,CompShg,83000.0
1380,2006,2007,384.0,754,1394,400.0,5,2,2.0,7,RL,Norm,Timber,TA,RL,CompShg,167500.0
1381,1914,1950,864.0,864,864,200.0,3,1,1.0,5,RL,Norm,Edwards,TA,RL,CompShg,58500.0
1382,1970,1970,1205.0,2117,2117,550.0,6,2,2.0,7,RL,Norm,NAmes,TA,RL,CompShg,237500.0
1383,1920,1950,596.0,998,1762,576.0,7,1,2.0,8,RM,Norm,OldTown,TA,RM,CompShg,157000.0
1384,1918,2007,816.0,1416,1416,576.0,5,2,2.0,7,RL,Norm,Sawyer,TA,RL,CompShg,112000.0
1385,1939,1950,560.0,698,1258,280.0,6,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,105000.0
1386,1922,2007,796.0,796,1154,240.0,4,1,1.0,7,RM,Norm,IDOTRR,TA,RM,CompShg,125500.0
1387,1978,1978,1392.0,1392,2784,564.0,7,3,2.0,12,RL,Norm,NWAmes,TA,RL,CompShg,250000.0
1388,1916,1950,714.0,1664,2526,216.0,6,2,1.0,10,RM,Norm,OldTown,TA,RM,CompShg,136000.0
1389,2006,2007,1746.0,1746,1746,758.0,9,2,3.0,7,RL,Norm,Gilbert,Ex,RL,CompShg,377500.0
1390,1941,1950,735.0,869,1218,440.0,6,1,2.0,6,RM,Norm,BrkSide,TA,RM,CompShg,131000.0
1391,2000,2000,1525.0,1525,1525,541.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,235000.0
1392,1967,1967,1584.0,1584,1584,792.0,5,2,3.0,8,RL,Norm,NAmes,TA,RL,CompShg,124000.0
1393,1967,1967,864.0,900,900,288.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,123000.0
1394,1905,2000,482.0,1221,1912,672.0,6,2,2.0,7,RM,Norm,OldTown,TA,RM,CompShg,163000.0
1395,2006,2006,1356.0,1500,1500,648.0,7,2,3.0,6,RL,Norm,Blmngtn,Gd,RL,CompShg,246578.0
1396,2005,2006,1094.0,1133,2482,642.0,8,2,3.0,9,RL,Norm,Timber,Gd,RL,CompShg,281213.0
1397,1948,1950,747.0,1687,1687,572.0,5,1,2.0,7,RL,Norm,Timber,TA,RL,CompShg,160000.0
1398,1920,2004,939.0,939,1513,180.0,5,1,1.0,8,RM,Norm,BrkSide,TA,RM,CompShg,137500.0
1399,1950,1982,1208.0,1136,1904,240.0,5,1,1.0,7,RL,Norm,NAmes,TA,RL,CompShg,138000.0
1400,1925,1990,976.0,1160,1608,216.0,6,2,1.0,7,RL,Norm,SWISU,TA,RL,CompShg,137450.0
1401,1929,1950,862.0,950,1158,208.0,6,1,1.0,5,RM,Norm,BrkSide,TA,RM,CompShg,120000.0
1402,2004,2004,839.0,864,1593,398.0,6,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,193000.0
1403,2006,2006,1286.0,1294,1294,662.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,193879.0
1404,2007,2007,1485.0,1464,1464,754.0,8,2,3.0,6,RL,Norm,Somerst,Gd,RL,CompShg,282922.0
1405,1915,1950,672.0,694,1214,936.0,3,1,3.0,6,RL,Norm,OldTown,TA,RL,CompShg,105000.0
1406,2004,2005,1594.0,1646,1646,482.0,8,2,2.0,5,RM,Norm,Crawfor,Gd,RM,CompShg,275000.0
1407,1972,2007,768.0,768,768,396.0,5,1,2.0,5,RL,Norm,CollgCr,TA,RL,CompShg,133000.0
1408,1985,1985,833.0,833,833,0.0,5,1,0.0,5,RL,Norm,Mitchel,TA,RL,CompShg,112000.0
1409,1910,1950,622.0,741,1363,528.0,4,1,2.0,6,RM,Norm,OldTown,TA,RM,CompShg,125500.0
1410,1986,1991,791.0,1236,2093,542.0,7,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,215000.0
1411,2001,2001,944.0,944,1840,622.0,7,2,2.0,6,RL,Norm,CollgCr,Gd,RL,CompShg,230000.0
1412,1950,2005,856.0,1112,1668,271.0,6,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,140000.0
1413,1949,1950,0.0,1040,1040,420.0,4,2,2.0,6,RL,Norm,NAmes,TA,RL,CompShg,90000.0
1414,2005,2006,1844.0,1844,1844,620.0,8,2,2.0,7,RL,Norm,SawyerW,Gd,RL,CompShg,257000.0
1415,1923,2000,833.0,1053,1848,370.0,6,1,2.0,8,RL,Norm,BrkSide,TA,RL,CompShg,207000.0
1416,2007,2007,1386.0,1569,1569,660.0,7,2,3.0,7,RL,Norm,Blmngtn,Gd,RL,CompShg,175900.0
1417,1885,1950,777.0,1246,2290,560.0,4,2,2.0,11,RM,Norm,OldTown,TA,RM,CompShg,122500.0
1418,1998,1998,1284.0,1310,2450,1069.0,8,2,3.0,7,RL,Norm,NoRidge,Gd,RL,CompShg,340000.0
1419,1963,1963,1144.0,1144,1144,336.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,124000.0
1420,1969,1969,1844.0,1844,1844,540.0,6,2,2.0,7,RL,Norm,Crawfor,Gd,RL,CompShg,223000.0
1421,1968,1968,708.0,708,1416,776.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,179900.0
1422,1977,1977,1069.0,1069,1069,440.0,6,2,2.0,4,RL,Norm,NPkVill,TA,RL,CompShg,127500.0
1423,2003,2003,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,136500.0
1424,1966,1966,697.0,1575,2201,432.0,6,2,2.0,8,RL,Norm,Edwards,Gd,RL,Tar&Grv,274970.0
1425,1958,1983,1024.0,1344,1344,484.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,144000.0
1426,1959,1959,1252.0,1252,1252,528.0,6,1,2.0,7,RL,Norm,NAmes,Gd,RL,CompShg,142000.0
1427,1994,1994,1223.0,1223,2127,525.0,7,2,2.0,5,RL,Norm,NoRidge,Gd,RL,CompShg,271000.0
1428,1945,1950,913.0,1048,1558,288.0,5,1,1.0,6,RL,Norm,NAmes,TA,RL,CompShg,140000.0
1429,1940,1992,788.0,804,804,240.0,5,1,1.0,4,RM,Norm,OldTown,TA,RM,CompShg,119000.0
1430,1981,1981,1440.0,1440,1440,467.0,6,2,2.0,7,RL,Norm,NWAmes,Gd,RL,CompShg,182900.0
1431,2005,2005,732.0,734,1838,372.0,5,2,2.0,7,RL,Norm,Gilbert,Gd,RL,CompShg,192140.0
1432,1976,1976,958.0,958,958,440.0,6,2,2.0,5,RL,Norm,NPkVill,TA,RL,CompShg,143750.0
1433,1927,2007,656.0,968,968,216.0,4,2,1.0,5,RL,Norm,OldTown,TA,RL,CompShg,64500.0
1434,2000,2000,936.0,962,1792,451.0,6,2,2.0,8,RL,Norm,Gilbert,TA,RL,CompShg,186500.0
1435,1977,1977,1126.0,1126,1126,484.0,5,2,2.0,5,RL,Norm,Mitchel,TA,RL,CompShg,160000.0
1436,1962,2005,1319.0,1537,1537,462.0,6,1,2.0,7,RL,Norm,NAmes,Gd,RL,CompShg,174000.0
1437,1971,1971,864.0,864,864,528.0,4,1,2.0,5,RL,Norm,NAmes,TA,RL,CompShg,120500.0
1438,2008,2008,1932.0,1932,1932,774.0,8,2,3.0,7,RL,Norm,NridgHt,Ex,RL,CompShg,394617.0
1439,1957,1996,912.0,1236,1236,923.0,6,1,2.0,6,RM,Norm,OldTown,TA,RM,CompShg,149700.0
1440,1979,1979,539.0,1040,1725,550.0,7,2,2.0,6,RL,Norm,NWAmes,TA,RL,CompShg,197000.0
1441,1922,1994,588.0,1423,2555,672.0,6,2,2.0,11,RL,Norm,Crawfor,TA,RL,CompShg,191000.0
1442,2004,2004,848.0,848,848,420.0,6,1,2.0,3,RM,Norm,CollgCr,Gd,RM,CompShg,149300.0
1443,2008,2008,1017.0,1026,2007,812.0,10,2,3.0,10,FV,Norm,Somerst,Ex,FV,CompShg,310000.0
1444,1916,1950,952.0,952,952,192.0,6,1,1.0,4,RL,Norm,BrkSide,TA,RL,CompShg,121000.0
1445,2004,2004,1422.0,1422,1422,626.0,7,2,2.0,7,RL,Norm,CollgCr,Gd,RL,CompShg,179600.0
1446,1966,1966,814.0,913,913,240.0,6,1,1.0,6,RL,Norm,Sawyer,TA,RL,CompShg,129000.0
1447,1962,1962,1188.0,1188,1188,312.0,5,1,1.0,6,RL,Norm,Mitchel,TA,RL,CompShg,157900.0
1448,1995,1996,1220.0,1220,2090,556.0,8,2,2.0,8,RL,Norm,CollgCr,Gd,RL,CompShg,240000.0
1449,1910,2000,560.0,796,1346,384.0,4,1,1.0,6,RL,Norm,Edwards,TA,RL,CompShg,112000.0
1450,1970,1970,630.0,630,630,0.0,5,1,0.0,3,RM,Norm,MeadowV,TA,RM,CompShg,92000.0
1451,1974,1974,896.0,896,1792,0.0,5,2,0.0,8,RL,Norm,NAmes,TA,RL,CompShg,136000.0
1452,2008,2009,1573.0,1578,1578,840.0,8,2,3.0,7,RL,Norm,Somerst,Gd,RL,CompShg,287090.0
1453,2005,2005,547.0,1072,1072,525.0,5,1,2.0,5,RM,Norm,Edwards,TA,RM,CompShg,145000.0
1454,2006,2006,1140.0,1140,1140,0.0,5,1,0.0,6,RL,Norm,Mitchel,TA,RL,CompShg,84500.0
1455,2004,2005,1221.0,1221,1221,400.0,7,2,2.0,6,FV,Norm,Somerst,Gd,FV,CompShg,185000.0
1456,1999,2000,953.0,953,1647,460.0,6,2,2.0,7,RL,Norm,Gilbert,TA,RL,CompShg,175000.0
1457,1978,1988,1542.0,2073,2073,500.0,6,2,2.0,7,RL,Norm,NWAmes,TA,RL,CompShg,210000.0
1458,1941,2006,1152.0,1188,2340,252.0,7,2,1.0,9,RL,Norm,Crawfor,Ex,RL,CompShg,266500.0
1459,1950,1996,1078.0,1078,1078,240.0,5,1,1.0,5,RL,Norm,NAmes,TA,RL,CompShg,142125.0
1460,1965,1965,1256.0,1256,1256,276.0,5,1,1.0,6,RL,Norm,Edwards,Gd,RL,CompShg,147500.0
